id,title,salary_from,salary_to,currency,town,experience,info,firm_name,url,platform
49,Инженер DevOps (направление продукта VK Compliance),,,,Москва,От 3 до 6 лет,"Требования: ...работы с Postgresql, Minio, Keycloak, Redis, Kafka, ClickHouse. Опыт работы с Prometheus + Grafana, ELK-стеком. Опыт скриптинга (Bash, Python). Ответственность: Observability: ELK, Grafana/Prometheus, агенты мониторинга и сбора логов. Подготовка и сопровождение системных ландшафтов dev/qa/uat/prod (в VK...",VK,https://hh.ru/vacancy/84689271,HeadHunter
50,Разработчик 1С (Middle/Senior),,,,Москва,От 3 до 6 лет,Требования: Имеет опыт разработки на управляемых приложениях в 1С от 3-х лет. Имеет опыт доработки нагруженных систем и опыт... Ответственность: Разрабатывать новую функциональность в конфигурациях 1С. Оптимизировать и поддерживать существующую функциональность в условиях большой кодовой базы. Тестировать выполненные разработки. ,Почтатех,https://hh.ru/vacancy/86093139,HeadHunter
51,Андроид Flutter / Kotlin / Java Pазработчик,130000,150000,rub,Москва,От 1 года до 3 лет,"Требования: Опыт работы с одним из фреймворков: Kotlin, Java, Flutter,Unity. Опыт работы с библиотеками популярных фреймворков, а так же сторонних... Ответственность: Проектирование и разработка новых мобильных приложений. Коммуникация с командой, принятие решений связанных с планированием разработки и процесса разработки приложений. ",Digital tools,https://hh.ru/vacancy/84859003,HeadHunter
52,DevOps инженер / SRE,,,,Москва,От 1 года до 3 лет,"Требования: Опыт системного администрирования Linux ( Debian / Ubuntu ). Опыт создания и поддержки dev, stage и prod окружений. Опыт написания пайплайнов CI/CD... Ответственность: Обеспечение безопасности, отказоустойчивости и оптимизация работы веб-приложений компании. Развертывание и поддержка dev, stage и prod окружений для отдела разработки.",ФТК Менеджмент,https://hh.ru/vacancy/85660308,HeadHunter
53,Системный администратор Windows,,,,Москва,От 3 до 6 лет,"Требования: Высокий уровень автоматизации рутинных процессов при помощи написания скриптов powershell, bash, python (будет огромным плюсом). Навыки взаимодействия с командами разработки.  Ответственность: Работать с colocation\hosting test, dev, pre-prod, prod серверами. Управлять правами доступа пользователей в различных системах (от ОС до...",Manzana Group,https://hh.ru/vacancy/84545784,HeadHunter
54,Администратор тестовых сред/DevOps (OpenShift),,,,Москва,От 1 года до 3 лет,"Требования: Навык работы хотя бы с одним скриптовым языком (Python, TCL, Bash, Perl, Ruby, JavaScript, Ansible). Английский язык – на уровне чтения... Ответственность: Развитие DevOps. Сопровождение DEV и QA сред. Траблшутинг DEV и QA сред. Работа с Cloud Native решениями. Внедрение нового технологического...",СБЕР,https://hh.ru/vacancy/85660797,HeadHunter
55,Middle Full Stack QA инженер (МТС еСпортс),,,,Москва,От 3 до 6 лет,"Требования: Аналогичный опыт работы от 3-х лет. Уверенное знание Python, Pytest. Знание методологий разработки ПО, жизненного цикла ПО и теории... Ответственность: Работать с Postman/Swagger, работать с Chrome Dev Tools. Работать с реляционными бд, написание запросов средней сложности (Join, функции агрегирования...",МТС,https://hh.ru/vacancy/85369700,HeadHunter
56,DevOps-инженер,120000,,rub,Москва,От 1 года до 3 лет,"Требования: Знания Unix систем, умение работы в терминале, TCP\IP. У нас распределенная команда, и большая часть общения проходит асинхронно.  Ответственность: Планирование и развертывание сервисов на любых средах (dev/test/stage/prod), взаимодействие с разработчиками по вопросам развертывания. Выявление/разбор инцидентов...",ДИВАН.РУ,https://hh.ru/vacancy/84623781,HeadHunter
57,Dev&Ops инженер,,,,Москва,От 3 до 6 лет,"Требования: Система автоматического конфигурирования Ansible. Платформы виртуализации OpenStack, VMWare vCloud. Знание СУБД: PostgreSQL. Опыт использования скриптовых языков: bash и/или python.  Ответственность: Администрировать ВМ под управлением ОС, совместимых с RHEL. Администрировать кластера Kubernetes и ВМ, развернутые в AWS и в частных облаках. ",Киберлэндинг,https://hh.ru/vacancy/83351183,HeadHunter
58,Devops Team lead,,,,Москва,От 3 до 6 лет,"Требования: Опыт руководства инфраструктурной и/или DevOps командой не менее 2-х лет. Экспертное знание ОС, сред, инструментов DevOps/DevSecOps на... Ответственность: Создавать и поддерживать конфигурации развертывания dev, stage и prod окружений. Администрировать системное и прикладное ПО окружений (управление обновлениями, настройками, восстановление...",Анлимитед Продакшен,https://hh.ru/vacancy/84495351,HeadHunter
59,QA Lead Engineer Automation,,,,Москва,Более 6 лет,Требования: Понимание современных трендов в тестировании продуктов. Практический опыт на Python. Опыт подготовки тестового окружения и конфигурации тестовых данных для тестирования... Ответственность: Организация автоматизированного тестирования. Анализ и планирование задач по автоматизации тестирования. Поддержка актуальности и проведение review кода разработанных автотестов. ,CoMagic.dev,https://hh.ru/vacancy/83958164,HeadHunter
60,"QA / Автотестировщик (Python, Selenium / Selenide)",200000,300000,rub,Москва,От 1 года до 3 лет,"Требования: Знание принципов построения архитектуры web-приложений, понимание html, dom, rest api, browser dev tools. Опыт работы с разными СУБД, знание... Ответственность: Разработка тестов с использованием Selenium, Selenide, Python, Pytest, TestNG. Составление сценариев тестирования. Внедрение автоматического тестирования. Составление отчетности по результатам выполнения...",Мамаева Ирина Анатольевна,https://hh.ru/vacancy/84726186,HeadHunter
61,SRE Engineer,,,,Москва,От 1 года до 3 лет,"Требования: Хорошие знания по использованию/написанию pipeline в gitlab-ci (или аналогов: TeamCity, Jenkins и пр.). Python|Go|Bash - приветствуется.  Ответственность: Предоставлять разовые услуги по имплементации мониторинга ИС, сбору метрик и нотификаций. Обеспечивать надежность и бесперебойность информационных систем. Выполнять мероприятия по...",Почтатех,https://hh.ru/vacancy/85942036,HeadHunter
62,SRE инженер (Business Platforms),,,,Москва,От 3 до 6 лет,"Требования: Знание .NET, .NET Core, ASP.NET Core (с опытом работы в Dev-командах). Знание Ansible. Опыт работы с k8s... Ответственность: WebOffice - это платформа виртуальных рабочих мест сотрудников, представляет собой семейство web-приложений, написанных, в основном, на .NET. Использует много модулей...",Тинькофф,https://hh.ru/vacancy/84186875,HeadHunter
63,SRE / DevOps engineer,200000,300000,rub,Москва,От 3 до 6 лет,"Требования: Ansible плейбуки и роли. Механизмы контейнеризации. Принципы виртуализации и vmware. Сети на уровне не ниже CCNA. Ответственность: Администрирования Hadoop Stack'a. Работы с grafana, prometheus, victoriametrics, alertmanager, kafka, graylog, clickhouse, postgresql, linstore, minio. Написания bash и python...",Платформа ОФД,https://hh.ru/vacancy/85106107,HeadHunter
64,Системный администратор Linux,,,,Москва,От 3 до 6 лет,"Требования: Опыт работы с Git. Опыт разработки на скриптовых языках bash/python/powershell. Опыт работы с: JVM (OpenJDK или JVM IBM).  Ответственность: Администрирование компонентов (серверов) из состава действующих (сопровождаемых) систем. Разработка скриптов, автоматизирующих существующие и проектируемые решения. Проработка/Разработка интеграционных решений с...",ЛАНИТ,https://hh.ru/vacancy/85759562,HeadHunter
65,DevOps-инженер,,,,Москва,От 3 до 6 лет,"Требования: Опыт разработки скриптов на Bash, Groovy или Python, использования GO templates. Опыт администрирования реляционных СУБД, знание SQL (PostgreSQL, Oracle).  Ответственность: Конфигурирование и администрирование БД. Интеграция с системой мониторинга на dev и тестовых стендах. Взаимодействие со смежными командами разработки, эксплуатации. ",Performance Lab (Перфоманс Лаб),https://hh.ru/vacancy/84116203,HeadHunter
66,Инженер Devops,,,,Москва,От 3 до 6 лет,"Требования: Опыт работы с СУБД Oracle (уметь писать SQL-запросы и несложные PL/SQL блоки). Умение писать скрипты (Bash / Python).  Ответственность: Настраивать, оптимизировать и поддерживать CI/CD пайплайны. Обеспечивать установку релизов на dev, test, preprod и prod средах. Взаимодействовать с командами...",ЮНИСТРИМ БАНК,https://hh.ru/vacancy/84561108,HeadHunter
67,Remote DevOps Engineer (Linux),,3000,USD,Москва,От 1 года до 3 лет,"Требования: Опыт автоматизации и написания скриптов. Следовательно bash и groovy (на хорошем уровне), Python (написать простые скрипты). Владение английским языком (чтение... Ответственность: Не бояться рутинных задач, внимательность и ответственность. При желании – шаринг знаний в формате dev2dev / meet-ups.",Crezu,https://hh.ru/vacancy/85169691,HeadHunter
68,DevOps/Site Reliability Engineer (SberMomentum),,,,Москва,От 3 до 6 лет,"Требования: Навыки администрирования приложений на Red Hat OpenShift. Опыт автоматизации: написание скриптов на Jython/Python, Вash, PowerShell, навыки работы с Jenkins.  Ответственность: Администрирование, внедрение и сопровождение АС в масштабах банка в соответствии с показателями качества, зафиксированными в SLA/TLA/OLA. ",СБЕР,https://hh.ru/vacancy/85586154,HeadHunter
69,Эксперт по технологическим вопросам 1С (ЗУП),,,,Москва,От 3 до 6 лет,"Требования: Обладает опытом разработки и глубоким пониманием механики работы платформы 1С:Предприятие 8. Имеет опыт построения/эксплуатации высоконагруженных ИС 1... Ответственность: Анализировать продуктивные среды, среды разработки и тестовые среды, подготавливать задания для решения выявленных операционных проблем в части эксплуатации систем 1...",Почтатех,https://hh.ru/vacancy/84711022,HeadHunter
70,Lead/Senior DevOps инженер (Remote),,,,Москва,От 3 до 6 лет,"Требования: Опыт написания скриптов на Bash/Python/Powershell или Go. Опыт администрирования реляционных СУБД (MySQL, PostgreSQL, MongoDB). Уверенное владение TSQL.  Ответственность: Разработкой\доработкой сценариев и пайплайнов CI/CD. Созданием и поддержкой конфигураций развертывания dev, stage и prod окружений. Предупреждением и решением...",Лоция,https://hh.ru/vacancy/84811718,HeadHunter
71,Middle+ / Senior DevOps Engineer,,,,Москва,От 3 до 6 лет,"Требования: Администрировать системы на Linux. Владеть скриптовым языком (Bash, Python, etc). Владеть контейнерными технологиями (Docker). Работать с системами развертывания Ansible.  Ответственность: CI\CD, написание пайплайнов. Масштабированием проекта. Администрированием инфраструктуры в рамках своего проекта. Мониторингом и логированием своего проекта. Взаимодействием с разработчиками...",СберЗдоровье,https://hh.ru/vacancy/84004803,HeadHunter
72,Ведущий DevOps инженер,,,,Москва,От 3 до 6 лет,"Требования: ...и реализовывать задачи. Centos/RHEL, Astra, AltLinux, RedOS. Gitlab CI. Управление виртуальными машинами. Знание и опыт написания скриптов на Python. Ответственность: Внедрение новых технологий. Миграция приложений в среду оркестрации/кластеризации. Подготовка dev/prod сред для продуктов компании, написание конфигураций, инсталяторов, других...",Р-Вижн,https://hh.ru/vacancy/84572486,HeadHunter
73,Разработчик C++ (middle/senior),,,,Москва,От 1 года до 3 лет,"Требования: Опыт разработки высоконагруженных систем, систем реального времени. Знание английского языка. Знание архитектуры ARM. Владение любым скриптовым языком (Lua, Python). Ответственность: Взаимодействие с аналитиками и программистами в процессе проектирования, постановке и реализации задач. Написание unit-тестов и dev-тестирование. ",Сервисный центр Транстелематика,https://hh.ru/vacancy/73750952,HeadHunter
74,Системный администратор Web,,,,Москва,Более 6 лет,"Требования: Хорошие навыки в автоматизации рутинных задач (sh/csh/bash, python, etc). Хорошие навыки в сетевом траблшутинге, анализ трафика в режиме... Ответственность: Настройка окружений. Настройка и обновления многоуровневых продуктивных и тестовых сред (dev -> pre-prod -> prod). Автоматизация восстановления работоспособности продуктов. ",МойОфис,https://hh.ru/vacancy/82939580,HeadHunter
75,Системный аналитик,,,,Москва,От 3 до 6 лет,"Требования: Опыт работы на аналогичной позиции – от 3-х лет. Опыт работы с опыт с контекстной рекламой (VK Ads, MyTarget Ads... Ответственность: Взаимодействие с бизнес-подразделениями компании для уточнения и согласования бизнес-процессов. Сбор, анализ, трансформация и детализация бизнес и системных требований. ",CoMagic.dev,https://hh.ru/vacancy/82928807,HeadHunter
76,Руководитель проекта (1С УНИП),,,,Москва,Более 6 лет,"Требования: Имеет высшее образование. Работал в должности руководителя проекта от 3-х лет и успешно управлял распределенной командой. Внедрял, развивал и... Ответственность: Управлением проектом на всех стадиях жизненного цикла. Подготовкой и заключением договоров, контролем реализации обязательств, приемкой работ. Управление бэклогом, приоритезацией с...",Почтатех,https://hh.ru/vacancy/86065180,HeadHunter
77,Специалист сопровождения микросервисной платформы в BigData (devops),,,,Москва,От 1 года до 3 лет,"Требования: Разработка скриптов автоматизации процессов настройки и обновления систем (Bash, Python, Groovy и др.). Развертывание и настройка тестовых и продуктивных сред.  Ответственность: Сопровождение DEV,TEST,PROD сред Сервисной платформы. Взаимодействие с командой DevOps,разработчиками, тестировщиками, аналитиками. Участие в RnD активности по внедрению...",ХОУМ Банк,https://hh.ru/vacancy/85849996,HeadHunter
78,Разработчик IBM Cognos,,,,Москва,От 3 до 6 лет,"Требования: Имеет высшее техническое образование. Имеет опыт внедрения, развития и поддержки IBM Cognos TM1\Plaining analytics. Обладает опытом работы по... Ответственность: Выполнять задачи по поддержке и развитию Системы бюджетирования и управленческого учета Почты России. Разрабатывать, тестировать, документировать, осуществлять сбор требований, формировать...",Почтатех,https://hh.ru/vacancy/85739633,HeadHunter
79,Data engineer / Инженер по работе с базами данных,,,,Москва,От 3 до 6 лет,"Требования: Linux (навыки траблшутинга и выявления узких мест в производительности). Автоматизация рутинных задач (bash, python). PostgreSQL: на уровне администрирования и анализа... Ответственность: Администрирование кластеров PostgreSQL. Администрирование кластеров GreenPlum. Обеспечение их производительности и отказоустойчивости. Взаимодействие с разработкой по формированию структур данных (анализ DDL...",АйтиМедиаСервис,https://hh.ru/vacancy/84564652,HeadHunter
80,DevOps инженер,,,,Москва,От 3 до 6 лет,"Требования: Опыт работы с системой управления конфигурациями Ansible. Знание принципов работы linux контейнеров (Docker) и систем оркестрации (Kubernetes/Docker Swarm).  Ответственность: Работа только с современными технологиями - никакого легаси. Создание необходимых условий в dev, test и prod среде для сборки и разворачивания...",Ингосстрах Банк,https://hh.ru/vacancy/83794072,HeadHunter
81,Senior DevOps инженер,,,,Москва,Более 6 лет,"Требования: Опыт работы в роли инженера Dev/DevOps/SRE от 2-х лет. Опыт работы с высоконагруженными системами в production от... Ответственность: Внедрение и поддержка инструментов инфраструктуры (метрики, мониторинг, бэкапы, хранение паролей и т.д.). Администрирование кластеров Kubernetes в продакшене. ",ГПМ Партнер,https://hh.ru/vacancy/86065812,HeadHunter
82,Senior DevOps Engineer,,,,Москва,От 3 до 6 лет,"Требования: Администрировать системы на Linux. Владеть скриптовым языком (Bash, Python, etc). Владеть контейнерными технологиями (Docker). Работать с системами развертывания Ansible.  Ответственность: CI\CD, написание пайплайнов. Масштабированием проекта. Администрированием инфраструктуры в рамках своего проекта. Мониторингом и логированием своего проекта. С разработчиками и...",СберЗдоровье,https://hh.ru/vacancy/85153303,HeadHunter
83,Ведущий инженер DevOps [МТС Бизнес],,,,Москва,От 1 года до 3 лет,"Требования: Опыт работы с docker/k8s, системами виртуализации. Знание скриптовых языков программирования (Bash/Python/Perl). Опыт работы с СУБД... Ответственность: Вместе с лидером разработки сформировать, воплотить и развивать образ целевого состояния CI/CD pipeline для сред dev, test, prod. ",МТС,https://hh.ru/vacancy/85688631,HeadHunter
84,Ведущий инженер,,,,Москва,От 1 года до 3 лет,"Требования: Знания на базовом уровне скриптовых языков программирования (python/bash). Опыт работы решений класса SIEM (ArcSight, MaxPatrol, QRadar). Опыт работы решений... Ответственность: Разработкой проектной документации. Участием во встречах с заказчиком для обсуждения нюансов внедрения. Верхнеуровневым проектированием внедряемой системы. Внедрением и настройкой решений...",Кросстех Солюшнс Групп,https://hh.ru/vacancy/82344009,HeadHunter
85,Аналитик-консультант 1C,,,,Москва,От 1 года до 3 лет,Требования: Знает одну/несколько конфигураций 1С на уровне специалист-консультант. Знает процесс закупочной деятельности в соответствии с требованиями законодательства Российской... Ответственность: Анализировать проблемы и консультировать ключевых пользователей по работе АИС на базе 1С. Анализировать бизнес-процессы as is и to...,Почтатех,https://hh.ru/vacancy/85308211,HeadHunter
86,"Head of Dev Department (Python, Low-Code) / Руководитель отдела разработки",250000,300000,rub,Москва,От 3 до 6 лет,"Требования: Опыт работы более 5 лет с продуктовыми командами в части реализации и внедрения. Хардовый технический бэкграунд (Python, SQL; С# будет... Ответственность: Управление международной командой разработки до 50 человек в штате компании (не аутсорс/аутстафф). Команда распределена между проектами, у каждого проекта...",Scalaxi,https://hh.ru/vacancy/85955969,HeadHunter
87,Middle DevOps инженер [ППО],,,,Москва,От 3 до 6 лет,"Требования: Опыт работы с Docker, Maven – для сборки backend, NPM – сборка frontend. Навыки работы с скриптовыми языками: bash, python.  Ответственность: Осуществлять поддержку команды в отладке и решении инфраструктурных и интеграционных проблем на dev, stage и prod средах (как самостоятельно, так...",МТС,https://hh.ru/vacancy/85944362,HeadHunter
88,Преподаватель IT-дисциплин (онлайн),,,,Москва,От 1 года до 3 лет,"Требования: IT-специалист с опытом от 3-х лет в коммерческой разработке. Эксперт в своей сфере. Увлеченный человек, который любит то... Ответственность: Проводить занятия в online-формате по имеющимся программам подготовки в TeachMeSkills. Проверять домашние задания, дипломные проекты. Проводить общение с учениками...",TeachMeSkills,https://hh.ru/vacancy/86017896,HeadHunter
89,Senior DevOps Engineer,,,,Москва,От 3 до 6 лет,"Требования: Глубокие знания Linux (опыт администрирование от 3 лет). Понимание паттернов построения отказоустойчивых и высокодоступных систем. Знание сетей, понимание работы оверлейных... Ответственность: Тесное сотрудничество с отделами разработки, тестирования. Поддержка и развитие средств мониторинга сервисов. Автоматизация задач по поддержке dev, test, prod сред.",MANGO OFFICE,https://hh.ru/vacancy/84536666,HeadHunter
90,Преподаватель по программированию в офлайн школу Инжинириум МГТУ им. Н.Э. Баумана (Южное Бутово),,,,Москва,От 1 года до 3 лет,"Требования: Python: Знание базовых алгоритмов и структур данных, Python (все версии выше 3.0), ООП, SQLite, Git (GitHub). Работа в Google... Ответственность: Корректное ведение отчётности. Заблаговременная подготовка к проведению занятий (изучение методик, подготовка оборудования, расходных материалов). Исполнение регламентов компании. Коммуникации и регулярная...",Люшняк Юрий Александрович,https://hh.ru/vacancy/85570636,HeadHunter
91,Разработчик 1C (Биллинг),,,,Москва,От 1 года до 3 лет,Требования: Имеет опыт разработки на управляемых приложениях в 1С от 3-х лет. Имеет опыт доработки нагруженных систем и опыт... Ответственность: Разрабатывать в конфигурации Биллинг 2.0. Тестировать выполненные разработки. Участвовать в выпуске релиза. Составлять сопутствующую техническую документацию.,Почтатех,https://hh.ru/vacancy/85848480,HeadHunter
92,"C++ Developer (robotics, controllers)",,,,Москва,От 3 до 6 лет,"Требования: ...на проприетарных языках поэтому важен опыт работы с Java, C#, Python, Javascript или delphi. Опыт в разработке под сервера и... Ответственность: Разрабатывать и оптимизировать драйверы и ПО на контроллерах, собирающих данные - различные сенсоры (камеры(2д, 3д), датчики расстояний, скорости...",АБГ Технологии,https://hh.ru/vacancy/85266536,HeadHunter
93,Разработчик 1С (АИСУЗ),,,,Москва,От 1 года до 3 лет,Требования: Имеет опыт разработки на управляемых приложениях в 1С от 3-х лет. Имеет опыт доработки нагруженных систем и опыт... Ответственность: Разрабатывать в системе АИС УЗ. Тестировать выполненные разработки. Участвовать в выпуске релиза. Составлять сопутствующую техническую документацию.,Почтатех,https://hh.ru/vacancy/85580807,HeadHunter
94,Преподаватель по программированию,,,,Москва,От 1 года до 3 лет,"Требования: Python: Знание базовых алгоритмов и структур данных, Python (все версии выше 3.0), ООП, SQLite, Git (GitHub). Работа в Google... Ответственность: Заблаговременная подготовка к проведению занятий (изучение методик, подготовка оборудования, расходных материалов). Корректное ведение отчётности. Исполнение регламентов компании. Коммуникации и регулярная...",Мойзес Михаил Геннадьевич,https://hh.ru/vacancy/85847080,HeadHunter
95,DevOps инженер,,,,Москва,От 3 до 6 лет,"Требования: Опыт работы с Kubernetes, Docker, Prometheus или аналогами. Умение писать скрипты (Python, Go, shell). Администрирование Linux (базовое понимание, отсутствие «страха... Ответственность: Строить и улучшать CI/CD для сервисов dev, stage и prod контуров. Поддерживать текущие и внедрять новые инструменты для разработчиков. ",Оператор Газпром ИД,https://hh.ru/vacancy/84689338,HeadHunter
